Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,186.25147840711804,0.1182116998326,186.0628,186.41005,401.0,401.0,401.0,0.09453575134277344,-0.12123278,0.27974725,7.50383154296875,-9.701767,8.428526,-7.518703937530518,62.11992263793945,-0.23734092712402344,-45.86091613769531,0.7436313033103943,0.0011607977794483304,80.0,0,1.0332752466201782,0.0003,34.84004211425781,14.713616371154785,0.508999994180536,4000,10,375
2,186.83965386284723,0.18355356953619995,186.60886,187.16771,401.0,401.0,401.0,2.69871923828125,-7.395458,8.556198,-0.08052393341064454,-7.8862476,11.730807,0.06771491467952728,7.14749002456665,-0.32864028215408325,-5.879005432128906,0.6404513716697693,0.0050492011941969395,80.0,0,0.9895342588424683,0.00027,34.924339294433594,14.715532302856445,0.4591000102019319,8000,24,284
3,187.47455512152777,0.13051841054678598,187.28514,187.75076,401.0,401.0,401.0,2.41395947265625,-0.60271126,4.8219132,0.011428001403808594,-3.6578903,2.1308806,-0.02193574234843254,0.37296345829963684,-0.04970074072480202,-0.06994716078042984,0.5253872871398926,0.002708276966586709,80.0,0,1.0155394077301025,0.00023999999999999998,34.991729736328125,14.729305267333984,0.40920000592278644,12000,41,233
4,-425387.3888888889,1203709.0841686882,-3829991.0,188.18703,401.0,401.0,401.0,1.527043701171875,-8.134219,3.5233195,-13.2168173828125,-166.70303,4.364147,13.208325386047363,2093.907470703125,-2.675046920776367,-318.251708984375,0.3953408896923065,77450.9921875,80.0,0,0.9237281084060669,0.00020999999999999998,-21172.951171875,144388.09375,0.3592999952524963,16000,57,265
5,188.80852593315973,0.05502688968556831,188.74199,188.9054,401.0,401.0,401.0,4.1927529296875,1.2431366,9.0052805,-0.860759521484375,-5.0058937,2.1087995,0.8558431267738342,1.4071139097213745,-0.05700558423995972,-1.0201095342636108,0.2458181232213974,0.0028052818961441517,80.0,0,0.9618420004844666,0.00017999999999999998,-16931.275390625,129645.1953125,0.30939998805568575,20000,69,313
6,189.20644802517361,0.03961975979359699,189.14278,189.2724,401.0,401.0,401.0,3.073021728515625,1.7516747,5.417128,-0.6251463623046875,-3.3838167,0.75636536,0.6237475872039795,0.594897449016571,-0.03560847043991089,-0.39489033818244934,0.06993997097015381,0.002434035763144493,80.0,0,0.9561604261398315,0.00015,-14103.484375,118658.59375,0.2595000077268337,24000,81,347
7,189.59629991319446,0.029836008475304328,189.55374,189.6694,401.0,401.0,401.0,2.27758740234375,0.7810696,5.1151366,-0.46547927856445315,-3.0291905,1.1944964,0.4683516025543213,0.3449304699897766,-0.02895328402519226,-0.21219849586486816,-0.14361584186553955,0.0029910055454820395,80.0,0,0.9539055228233337,0.00011999999999999999,-12083.626953125,110063.234375,0.20959999310399555,28000,92,366
8,189.87174479166666,0.02623285997994513,189.83447,189.92926,401.0,401.0,401.0,1.702984619140625,0.69509953,3.361055,-0.3422303466796875,-2.4078653,0.75329465,0.35054072737693787,0.20064227283000946,-0.024397552013397217,-0.1119430810213089,-0.41551974415779114,0.0037850940134376287,80.0,0,0.9483937621116638,9e-05,-10568.728515625,103100.90625,0.1596999986960824,32000,102,382
9,190.07771809895834,0.011907344758606709,190.0516,190.09358,401.0,401.0,401.0,1.2645892333984374,0.082159266,2.5720618,-0.25502198791503905,-1.9719849,0.8062265,0.2708251178264618,0.1282825767993927,-0.02168312668800354,-0.06265361607074738,-0.7901563048362732,0.003570027183741331,80.0,0,0.9485337138175964,5.999999999999998e-05,-9390.470703125,97312.3125,0.1097999985840832,36000,113,370
10,190.20625813802084,0.012391339323564048,190.18253,190.22188,401.0,401.0,401.0,0.9292911376953125,-0.48279727,2.2403903,-0.18428424072265626,-1.4617343,1.2630959,0.21220704913139343,0.08676262199878693,-0.020290613174438477,-0.03433225303888321,-1.396140456199646,0.0041646347381174564,80.0,0,0.9479809403419495,2.999999999999999e-05,-8447.86328125,92400.8125,0.05990000230669938,40000,124,363
