Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,587.0819769965278,0.3311879937699634,586.1835,587.3346,401.0,401.0,401.0,0.09455726623535156,-0.113907054,0.2746867,23.639875,-8.701785,25.230764,-23.654748916625977,580.1777954101562,-0.7603855133056641,-303.0583801269531,0.7436313033103943,0.0012265145778656006,80.0,0,1.0358970165252686,0.0003,110.4981689453125,39.991580963134766,0.508999994180536,4000,13,297
2,-595317.7777777778,1499749.8391125842,-4809072.0,588.1995,401.0,401.0,401.0,2.657909423828125,-16.27843,16.442781,-17.38548828125,-165.31694,26.004013,17.373069763183594,2248.31201171875,-3.9957971572875977,-244.70562744140625,0.6404513716697693,50545.05078125,80.0,0,0.8484064340591431,0.00027,-62451.93359375,303720.1875,0.4591000102019319,8000,28,272
3,554.0562065972222,84.53615782117535,315.93393,588.8371,401.0,401.0,401.0,9.14580859375,-25.088072,15.335591,-1.84722607421875,-15.042458,19.954683,1.8367185592651367,9.181963920593262,-0.07360076904296875,-6.6104888916015625,0.5253872871398926,0.0022015091963112354,80.0,0,0.99078768491745,0.00023999999999999998,-41600.078125,250891.671875,0.40920000592278644,12000,42,272
4,588.1928168402778,3.15905221023181,579.268,589.4549,401.0,401.0,401.0,7.87670703125,6.947436,11.841096,-1.562732421875,-8.846185,0.3877409,1.5548256635665894,3.2909159660339355,-0.017918109893798828,-2.2947118282318115,0.3953408896923065,0.0016590628074482083,80.0,0,0.9894949793815613,0.00020999999999999998,-31172.33984375,218588.3125,0.3592999952524963,16000,57,273
5,589.8950737847222,0.05723760684172951,589.8115,590.00305,401.0,401.0,401.0,5.45275927734375,4.9465213,6.724014,-1.092301025390625,-5.877357,-0.25313473,1.0873847007751465,1.5930473804473877,-0.010537505149841309,-1.1121045351028442,0.2458181232213974,0.0015503858448937535,80.0,0,0.9919527769088745,0.00017999999999999998,-24915.64453125,196230.828125,0.30939998805568575,20000,72,266
6,589.8351779513889,0.9570220600820105,587.40283,590.3477,401.0,401.0,401.0,4.05344970703125,3.1333702,6.027942,-0.807990478515625,-5.708081,0.32291391,0.8065916895866394,0.9034892916679382,-0.009589910507202148,-0.6382256746292114,0.06993997097015381,0.0011241012252867222,80.0,0,0.9921035766601562,0.00015,-20744.51953125,179578.03125,0.2595000077268337,24000,87,273
7,590.6991102430555,0.020513099917242046,590.6732,590.74506,401.0,401.0,401.0,2.931630615234375,2.5220103,3.804399,-0.588251953125,-3.133628,0.05403788,0.5911242365837097,0.46204084157943726,-0.0056070685386657715,-0.32566022872924805,-0.14361584186553955,0.0013114868197590113,80.0,0,0.99155193567276,0.00011999999999999999,-17765.125,166554.15625,0.20959999310399555,28000,101,274
8,591.0162217881945,0.018258060535434092,590.9915,591.0411,401.0,401.0,401.0,2.16362109375,1.8747101,3.0179465,-0.43278204345703125,-2.250318,0.07930048,0.44109243154525757,0.25149300694465637,-0.004174023866653442,-0.17309656739234924,-0.41551974415779114,0.0013635925715789199,80.0,0,0.991997480392456,9e-05,-15530.572265625,156007.328125,0.1596999986960824,32000,116,277
9,591.2361111111111,0.006864638853644532,591.2248,591.2459,401.0,401.0,401.0,1.592345458984375,1.213075,2.1261988,-0.3173157043457031,-1.7110119,0.121809214,0.33311882615089417,0.13706755638122559,-0.0036918818950653076,-0.09361299127340317,-0.7901563048362732,0.0015679143834859133,80.0,0,0.9901614189147949,5.999999999999998e-05,-13792.583984375,147240.203125,0.1097999985840832,36000,131,262
10,591.3680013020834,0.0021771107052872564,591.3637,591.3713,401.0,401.0,401.0,1.15527880859375,0.78496486,1.7588477,-0.23106016540527344,-1.1989758,0.15977283,0.25898295640945435,0.07375053316354752,-0.0031836330890655518,-0.04958275705575943,-1.396140456199646,0.001387277734465897,80.0,0,0.9875937700271606,2.999999999999999e-05,-12402.1923828125,139802.59375,0.05990000230669938,40000,146,272
