Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,587.1897786458334,0.096486301720344,587.0471,587.3346,401.0,401.0,401.0,0.09467024230957032,-0.11389534,0.27476847,23.643916015625,-8.701794,25.230722,-23.658790588378906,580.3768920898438,-0.7394008636474609,-303.3000793457031,0.7436313033103943,0.0011837631464004517,80.0,0,1.0346558094024658,0.0003,110.52144622802734,39.99188232421875,0.508999994180536,4000,11,341
2,-22545.010416666668,65429.305510264705,-207607.03,588.13086,401.0,401.0,401.0,4.2098310546875,-16.276287,16.449762,-4.50090869140625,-164.83463,26.208496,4.488150596618652,639.2352905273438,-1.5943882465362549,-70.87532043457031,0.6404513716697693,1345.410888671875,80.0,0,0.9486579298973083,0.00027,-2411.567626953125,14085.431640625,0.4591000102019319,8000,25,302
3,557.0147026909722,85.10537279847064,316.37747,588.8951,401.0,401.0,401.0,7.07930078125,-17.644918,10.995643,-1.461150634765625,-10.551662,15.304496,1.4506428241729736,4.834596157073975,-0.04654824733734131,-3.4590797424316406,0.5253872871398926,0.001620846102014184,80.0,0,0.990376353263855,0.00023999999999999998,-1572.9923095703125,11602.197265625,0.40920000592278644,12000,40,256
4,588.4987521701389,2.231201004169491,582.2141,589.45917,401.0,401.0,401.0,7.24526171875,5.8827686,8.850554,-1.4357882080078126,-8.460284,0.59611684,1.4278812408447266,2.804715156555176,-0.02103888988494873,-1.8962912559509277,0.3953408896923065,0.0018771399045363069,80.0,0,0.9862366318702698,0.00020999999999999998,-1152.011962890625,10094.01171875,0.3592999952524963,16000,55,278
5,589.8473307291666,0.16009400354714814,589.42523,590.00037,401.0,401.0,401.0,5.2829501953125,4.34107,6.502709,-1.056008056640625,-6.2756863,-0.019693851,1.0510919094085693,1.5035603046417236,-0.014031291007995605,-1.0299280881881714,0.2458181232213974,0.0015572200063616037,80.0,0,0.9898773431777954,0.00017999999999999998,-899.3858642578125,9053.7890625,0.30939998805568575,20000,67,310
6,589.2745768229166,2.2749187338523975,583.06555,590.34314,401.0,401.0,401.0,4.0424052734375,1.0986273,6.6138306,-0.804308349609375,-4.47368,0.6416801,0.8029095530509949,0.8690791726112366,-0.012131750583648682,-0.6024324893951416,0.06993997097015381,0.001607704907655716,80.0,0,0.9880700707435608,0.00015,-730.990234375,8280.66796875,0.2595000077268337,24000,83,252
7,590.6859809027778,0.025767134967206777,590.6379,590.7435,401.0,401.0,401.0,3.138065673828125,2.7207484,3.9657476,-0.6240442504882813,-3.334788,-0.12417182,0.6269164681434631,0.5273264050483704,-0.007873117923736572,-0.35902339220046997,-0.14361584186553955,0.001286713290028274,80.0,0,0.9887781739234924,0.00011999999999999999,-610.6703491210938,7676.9375,0.20959999310399555,28000,112,137
8,591.0071072048611,0.018670839523056742,590.9784,591.03217,401.0,401.0,401.0,2.41709375,2.0706642,3.1088283,-0.47853176879882814,-2.4971282,0.0695057,0.48684218525886536,0.31197604537010193,-0.00576472282409668,-0.2106616050004959,-0.41551974415779114,0.0014198451535776258,80.0,0,0.9901029467582703,9e-05,-520.424072265625,7188.5703125,0.1596999986960824,32000,144,124
9,591.2244466145834,0.00826051707806036,591.2093,591.2364,401.0,401.0,401.0,1.859185302734375,1.5277328,2.2393095,-0.3666053466796875,-1.9999473,0.085808784,0.38240846991539,0.1849265992641449,-0.006164371967315674,-0.12406428903341293,-0.7901563048362732,0.0017967104213312268,80.0,0,0.985194981098175,5.999999999999998e-05,-450.22955322265625,6782.953125,0.1097999985840832,36000,172,146
10,591.3581814236111,0.0026849302874875683,591.3534,591.3622,401.0,401.0,401.0,1.4291805419921875,1.0751758,1.9254365,-0.282267578125,-1.5115987,0.097483054,0.3101904094219208,0.11023730784654617,-0.005487948656082153,-0.07363951206207275,-1.396140456199646,0.0015478688292205334,80.0,0,0.9831792712211609,2.999999999999999e-05,-394.0726318359375,6439.07568359375,0.05990000230669938,40000,190,217
