Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-198.04943426724137,75.48903066008995,-475.29498,-103.62808,136.41379310344828,74.0,251.0,-0.12940782165527343,-0.36179203,0.11957413,-21.56208984375,-41.262253,-1.2165059,21.562089920043945,496.6540832519531,-0.6134262084960938,-157.96974182128906,0.7436313033103943,0.002484553959220648,80.0,0,0.9703356027603149,0.0003,-69.92794036865234,36.274959564208984,0.508999994180536,4000,9,442
2,-272.513134765625,185.1154453982703,-962.4181,-105.281586,193.55,75.0,682.0,3.58705224609375,-9.749862,9.331246,-1.4364874267578125,-13.850197,12.3340845,1.4364875555038452,21.088220596313477,-0.1691681146621704,-8.642799377441406,0.6404513716697693,0.0026390242855995893,80.0,0,0.9957946538925171,0.00027,-76.790771484375,38.601993560791016,0.4591000102019319,8000,17,502
3,-468.3546549479167,413.89200735215945,-1403.8999,-120.8395,333.0,86.0,1000.0,0.9506725463867187,-9.703125,5.995649,-0.76314453125,-6.3412967,9.648313,0.7631445527076721,4.085308074951172,-0.05990183353424072,-2.126190423965454,0.5253872871398926,0.0018800483085215092,80.0,0,1.0013543367385864,0.00023999999999999998,-86.2850341796875,42.61669158935547,0.40920000592278644,12000,25,496
4,-507.13680752840907,335.6587654422,-1403.6124,-129.4319,360.09090909090907,92.0,1000.0,-1.496675537109375,-9.635853,2.4618897,-0.264614501953125,-4.660372,9.428476,0.2646144926548004,2.2327637672424316,-0.0433812290430069,-1.2022429704666138,0.3953408896923065,0.0020929782185703516,80.0,0,0.9989839792251587,0.00020999999999999998,-90.98008728027344,42.85150146484375,0.3592999952524963,16000,33,455
5,-869.903076171875,325.1949415350737,-1404.071,-540.54254,619.3333333333334,385.0,1000.0,-1.629561767578125,-5.822041,2.352085,-0.227236328125,-2.2916172,3.453403,0.22723634541034698,0.39570286870002747,-0.010851800441741943,-0.20424781739711761,0.2458181232213974,0.0016583778196945786,80.0,0,0.9956381320953369,0.00017999999999999998,-96.09180450439453,43.377376556396484,0.30939998805568575,20000,42,457
6,-1403.8023681640625,1.491122439893037,-1404.7667,-1401.2249,1000.0,1000.0,1000.0,-2.272443603515625,-3.440401,-1.1552234,-0.15543840026855468,-1.1750165,0.9300131,0.1554383784532547,0.11248618364334106,-0.0036255568265914917,-0.03439613804221153,0.06993997097015381,0.0013606342254206538,80.0,0,0.9928175806999207,0.00015,-101.18798828125,43.95541763305664,0.2595000077268337,24000,51,470
7,-1404.784912109375,0.03972094628349232,-1404.8524,-1404.7498,1000.0,1000.0,1000.0,-2.5937880859375,-3.6670918,-1.4609203,-0.099536376953125,-1.246787,1.0349351,0.09953636676073074,0.09637188166379929,-0.0028672218322753906,-0.017214292660355568,-0.14361584186553955,0.0012462615268304944,80.0,0,0.9943171143531799,0.00011999999999999999,-104.85072326660156,43.73371505737305,0.20959999310399555,28000,59,492
8,-1404.819580078125,0.0601588087652404,-1404.9237,-1404.78,1000.0,1000.0,1000.0,-2.91465869140625,-3.9237957,-1.8039666,-0.047432106018066404,-1.2315148,0.94545746,0.04743210971355438,0.08777817338705063,-0.003359150141477585,-0.009655379690229893,-0.41551974415779114,0.0009110051905736327,80.0,0,0.9967745542526245,9e-05,-107.60079956054688,43.19993209838867,0.1596999986960824,32000,67,506
9,-1404.78759765625,0.0010952367214920875,-1404.7887,-1404.7858,1000.0,1000.0,1000.0,-3.14866552734375,-4.0123277,-2.1912796,-0.018351036071777342,-1.0002906,0.88497126,0.018351037055253983,0.07849082350730896,-0.0028603365644812584,-0.006685164291411638,-0.7901563048362732,0.001209657872095704,80.0,0,0.9975007176399231,5.999999999999998e-05,-109.74285888671875,42.55437088012695,0.1097999985840832,36000,75,497
10,-1404.787841796875,0.0006658149484030587,-1404.789,-1404.7872,1000.0,1000.0,1000.0,-3.2596630859375,-4.341532,-2.1688218,-0.00813174819946289,-1.0852919,1.0744978,0.008131749927997589,0.07745930552482605,-0.0020431410521268845,-0.006980409845709801,-1.396140456199646,0.00078675796976313,80.0,0,1.0006023645401,2.999999999999999e-05,-111.45792388916016,41.88470458984375,0.05990000230669938,40000,84,435
