Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-135.10965281519395,48.87954439143017,-338.34106,-76.21734,136.41379310344828,78.0,325.0,-0.12701847076416015,-0.35855466,0.12303522,-14.6444375,-19.358526,-0.744298,14.644436836242676,226.62001037597656,-0.4036083221435547,-97.25214385986328,0.7436313033103943,0.002789265476167202,80.0,0,0.9686370491981506,0.0003,-46.89320373535156,23.38458824157715,0.508999994180536,4000,9,405
2,-238.3263702392578,167.95527562233644,-810.45044,-100.93167,242.1875,103.0,822.0,2.43725927734375,-9.543754,9.091539,-1.1702994384765626,-14.2213335,11.900123,1.1702994108200073,20.10628890991211,-0.1822577714920044,-10.767542839050293,0.6404513716697693,0.002794236410409212,80.0,0,0.9981206059455872,0.00027,-55.42527770996094,27.585851669311523,0.4591000102019319,8000,19,414
3,-413.1791178385417,302.8193562175311,-992.8207,-91.14077,418.6666666666667,93.0,1000.0,1.4588629150390624,-9.101907,9.001537,-0.7530269775390624,-6.1728134,8.928875,0.7530270218849182,3.937588930130005,-0.06203573942184448,-2.0443739891052246,0.5253872871398926,0.0018603296484798193,80.0,0,0.9947301745414734,0.00023999999999999998,-62.432273864746094,30.180198669433594,0.40920000592278644,12000,29,416
4,-299.68395057091345,232.19719735935328,-986.45544,-78.51814,304.15384615384613,80.0,1000.0,-1.527112060546875,-7.028761,1.5119616,-0.20449653625488282,-3.367659,5.506018,0.20449651777744293,1.3886691331863403,-0.031752943992614746,-0.9654843807220459,0.3953408896923065,0.0018888054182752967,80.0,0,0.9951754808425903,0.00020999999999999998,-64.41730499267578,29.96822166442871,0.3592999952524963,16000,38,421
5,-250.91888020833332,185.82328635023114,-709.0162,-75.69992,254.73333333333332,77.0,719.0,-2.1573095703125,-5.662467,1.615787,-0.043341365814208985,-1.7483503,3.8510766,0.04334135726094246,0.5433084964752197,-0.017442060634493828,-0.3234514594078064,0.2458181232213974,0.0014785922830924392,80.0,0,0.9988228678703308,0.00017999999999999998,-64.9581527709961,29.715280532836914,0.30939998805568575,20000,49,374
6,-587.822021484375,247.8710707370534,-986.56085,-357.75507,596.1666666666666,363.0,1000.0,-2.306251953125,-4.289134,2.2645063,-0.11883173370361329,-2.2232563,2.5180616,0.11883173137903214,0.14000040292739868,-0.006187118589878082,-0.038655154407024384,0.06993997097015381,0.0011448683217167854,80.0,0,0.9938056468963623,0.00015,-67.76986694335938,29.99492645263672,0.2595000077268337,24000,59,411
7,-648.6572672526041,355.06566294137764,-986.5957,-120.08737,657.6666666666666,122.0,1000.0,-2.60611083984375,-3.5882974,1.3591834,-0.081382080078125,-1.3910769,2.138645,0.08138207346200943,0.09505567699670792,-0.004421129822731018,-0.016652218997478485,-0.14361584186553955,0.0015852359356358647,80.0,0,0.9948585033416748,0.00011999999999999999,-70.09034729003906,30.167713165283203,0.20959999310399555,28000,68,440
8,-599.4967447916666,397.54397031439595,-986.5943,-112.1203,607.8333333333334,114.0,1000.0,-2.737861328125,-6.532928,0.8309388,-0.0567994613647461,-1.0883363,3.9771163,0.05679946020245552,0.14613835513591766,-0.006086643785238266,-0.033487215638160706,-0.41551974415779114,0.0013584905536845326,80.0,0,0.9967280626296997,9e-05,-71.74809265136719,30.037076950073242,0.1596999986960824,32000,78,407
9,-986.58154296875,0.003917320775981875,-986.5858,-986.5758,1000.0,1000.0,1000.0,-2.9029794921875,-3.7059422,-2.1438057,-0.06511385345458984,-0.7945762,0.7132071,0.0651138499379158,0.05258042737841606,-0.0022337138652801514,-0.008747778832912445,-0.7901563048362732,0.0010584420524537563,80.0,0,0.9975151419639587,5.999999999999998e-05,-73.68505859375,29.97981834411621,0.1097999985840832,36000,87,418
10,-986.5877685546875,0.0028520468731582215,-986.5915,-986.5842,1000.0,1000.0,1000.0,-2.996953857421875,-3.670946,-2.1512284,-0.04925908660888672,-0.8581033,0.64648503,0.049259088933467865,0.04809441417455673,-0.002196449786424637,-0.006733630318194628,-1.396140456199646,0.0009951432002708316,80.0,0,0.9990143775939941,2.999999999999999e-05,-75.23471069335938,29.76706886291504,0.05990000230669938,40000,95,492
