Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,1598.0487196180557,0.117516120454129,1597.8551,1598.2078,401.0,401.0,401.0,0.09455359649658203,-0.12137516,0.27986497,61.4717265625,-8.701815,142.63771,-61.508907318115234,6178.45068359375,-2.3918609619140625,-969.6644287109375,0.7436313033103943,0.0013440115144476295,80.0,0,1.0261222124099731,0.0003,233.2384490966797,197.2592010498047,0.508999994180536,4000,14,278
2,1597.9658203125,0.22935556082796002,1597.6989,1598.3785,401.0,401.0,401.0,0.14881787109375,-17.145031,17.335493,0.12665570068359375,-26.893429,26.833546,-0.16284717619419098,139.9097900390625,-1.461026668548584,-76.2925033569336,0.7238293290138245,0.004897538106888533,80.0,0,1.0022943019866943,0.000294,233.02972412109375,197.4040985107422,0.4990199874853069,8000,26,331
3,980.2919921875,1853.2685720100042,-4579.5137,1598.349,386.2,253.0,401.0,3.92282275390625,-17.497732,14.3731785,-0.6958421630859375,-17.002598,21.514603,0.660659909248352,15.371477127075195,-0.3209485709667206,-5.608117580413818,0.7036275267601013,68.07791137695312,80.0,0,0.9752097129821777,0.00028799999999999995,189.920654296875,432.9858093261719,0.48904000119877045,12000,39,303
4,1598.4078776041667,0.17095502612833638,1598.0583,1598.6022,401.0,401.0,401.0,6.799470703125,0.7041388,11.200719,-1.2343748779296875,-9.077586,7.1127114,1.2002243995666504,2.8672266006469727,-0.05855691432952881,-1.543020248413086,0.683009147644043,0.0019147359998896718,80.0,0,0.9713415503501892,0.00028199999999999997,200.82589721679688,388.5165710449219,0.4790599994846701,16000,52,311
5,1598.310763888889,0.49818637199137494,1596.9227,1598.6984,401.0,401.0,401.0,4.915076171875,-5.1085095,7.843655,-0.8436156005859375,-6.680785,8.354776,0.8105177283287048,1.4990731477737427,-0.044197797775268555,-0.6932290196418762,0.6619567275047302,0.0021355217322707176,80.0,0,0.9758116602897644,0.000276,207.34072875976562,358.9435729980469,0.46907999085743085,20000,66,282
6,1598.476779513889,0.294975640769326,1597.7213,1598.7163,401.0,401.0,401.0,4.31457861328125,0.35369134,8.527302,-0.6965938720703125,-5.931023,2.0851974,0.6645712852478027,1.0219448804855347,-0.03583168983459473,-0.49416887760162354,0.6404513716697693,0.0025486957747489214,80.0,0,0.9711524248123169,0.00027,211.68878173828125,337.67254638671875,0.4591000102019319,24000,80,290
7,1598.7993706597222,0.09296695981764232,1598.6853,1599.0197,401.0,401.0,401.0,3.58689794921875,1.5047598,5.7187777,-0.540191650390625,-4.08437,1.197283,0.5092679858207703,0.6601881384849548,-0.026438772678375244,-0.2780146598815918,0.6184734106063843,0.001781937782652676,80.0,0,0.9763602018356323,0.00026399999999999997,214.79820251464844,321.55718994140625,0.44911999991009005,28000,94,297
8,1597.865451388889,2.863674838180881,1589.7788,1599.1089,401.0,401.0,401.0,2.797682861328125,-15.832392,5.078734,-0.3804886779785156,-4.1793785,15.804408,0.3506885766983032,0.9104779958724976,-0.03838205337524414,-0.44341588020324707,0.5960015058517456,0.0027891278732568026,80.0,0,0.9799375534057617,0.000258,217.09716796875,308.8930358886719,0.4391399993071233,32000,109,251
9,1598.9501953125,0.25704984536456416,1598.2931,1599.1814,401.0,401.0,401.0,2.6837626953125,-0.6320709,5.5069537,-0.34808352661132813,-3.200264,2.2344093,0.3194328248500824,0.3678789734840393,-0.022161930799484253,-0.11881166696548462,0.5730132460594177,0.0022776504047214985,80.0,0,0.9748250842094421,0.00025199999999999995,218.91653442382812,298.6416015625,0.4291600081062228,36000,124,274
10,1598.3792317708333,1.5522766675588375,1594.2213,1599.3066,401.0,401.0,401.0,2.0193765869140625,-8.387946,5.231937,-0.21109568786621094,-4.44869,6.6455264,0.18362149596214294,0.4439612030982971,-0.030805230140686035,-0.1390756517648697,0.5494838356971741,0.0022232637275010347,80.0,0,0.9847477674484253,0.000246,220.36123657226562,290.1664123535156,0.4191799984699375,40000,139,272
11,1599.2730034722222,0.07033571401667882,1599.1605,1599.372,401.0,401.0,401.0,2.13562939453125,-2.0900893,3.7699814,-0.21754229736328126,-3.2247884,4.0087905,0.19127292931079865,0.24211063981056213,-0.017778828740119934,-0.05144980922341347,0.5253872871398926,0.0018298440845683217,80.0,0,0.9834779500961304,0.00023999999999999998,221.55674743652344,283.03411865234375,0.40920000592278644,44000,153,272
12,1599.3451605902778,0.14302498105955896,1599.0583,1599.5476,401.0,401.0,401.0,1.90641259765625,-2.3697817,5.353882,-0.17775135803222655,-3.5555046,4.232642,0.15271657705307007,0.24040082097053528,-0.019821330904960632,-0.04099655523896217,0.5006957650184631,0.0020522749982774258,80.0,0,0.9861853718757629,0.000234,222.55010986328125,276.94451904296875,0.3992200009009028,48000,169,253
13,1599.3985460069443,0.2257170413189951,1598.8148,1599.6213,401.0,401.0,401.0,1.7579000244140626,-1.1453723,3.45631,-0.13071926879882811,-2.0728703,3.0195582,0.1069502979516983,0.19115349650382996,-0.01755616068840027,-0.02246706746518612,0.47537943720817566,0.0017596546094864607,80.0,0,0.991973340511322,0.00022799999999999999,223.3956298828125,271.6788024902344,0.3892399958191972,52000,183,280
14,1599.552951388889,0.07882941883589285,1599.4204,1599.6687,401.0,401.0,401.0,1.5500404052734376,-0.44670272,4.32053,-0.09999005126953125,-2.1795328,1.6343874,0.07751976698637009,0.16941764950752258,-0.016827739775180817,-0.01650497131049633,0.4494052529335022,0.0016119048232212663,80.0,0,0.9934534430503845,0.00022199999999999998,224.1195831298828,267.0794982910156,0.3792600108593067,56000,199,255
