Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
1,687.931884765625,0.0,687.9319,687.9319,2800.0,2800.0,2800.0,-0.11767469133649554,-0.18301818,-0.078479126,4.330364815848214,-32.057396,7.9075456,-4.366654396057129,55.77375411987305,-0.08510398864746094,-18.944604873657227,0.725791335105896,0.0009819179540500045,80.0,0,1.0048277378082275,0.0003,28.09029769897461,24.889986038208008,2800,20,138
2,-400.5733337402344,0.0,-400.57333,-400.57333,2800.0,2800.0,2800.0,3.7865408761160713,-9.298005,8.677306,-0.634619881766183,-6.9671006,5.1310406,0.5983302593231201,2.6271655559539795,-0.09748709201812744,-2.1323463916778564,0.725791335105896,0.0039809574373066425,80.0,0,0.984556257724762,0.00028,8.69892692565918,32.67208480834961,5600,39,148
3,690.6853637695312,0.0,690.68536,690.68536,2800.0,2800.0,2800.0,0.34258941650390623,-7.951106,7.427854,0.10930902753557478,-7.345102,7.524134,-0.1455986052751541,10.610002517700195,-0.28209179639816284,-8.579645156860352,0.725791335105896,0.004085909109562635,80.0,0,1.0034270286560059,0.00026,15.167173385620117,32.296566009521484,8400,56,159
4,785.8193969726562,0.0,785.8194,785.8194,2760.0,2760.0,2760.0,0.32404571533203125,-5.3841934,4.1934996,0.1105012948172433,-3.0700166,3.5755026,-0.14679084718227386,1.5983015298843384,-0.0843784362077713,-1.342970371246338,0.725791335105896,0.003126428695395589,80.0,0,1.0043061971664429,0.00023999999999999998,19.114599227905273,31.62508773803711,11200,75,148
5,701.662353515625,0.0,701.66235,701.66235,2800.0,2800.0,2800.0,0.5958188738141741,-4.8524156,2.6061163,0.064578732081822,-1.3204491,1.6983156,-0.10086831450462341,0.29586267471313477,-0.02778536081314087,-0.217524915933609,0.725791335105896,0.002481109695509076,80.0,0,1.0059069395065308,0.00022,21.001718521118164,30.612592697143555,14000,93,153
6,673.092529296875,0.0,673.0925,673.0925,2800.0,2800.0,2800.0,0.6831844656808036,-4.383174,2.0724456,0.0505305426461356,-0.8807368,1.1510996,-0.08682011067867279,0.12290342152118683,-0.015028655529022217,-0.07342469692230225,0.725791335105896,0.0017507794545963407,80.0,0,1.0033453702926636,0.0002,22.08719825744629,29.910505294799805,16800,112,152
7,623.9237670898438,0.0,623.92377,623.92377,2800.0,2800.0,2800.0,0.7157669503348214,-3.905145,1.7908658,0.03415983472551618,-0.7736122,0.64862645,-0.07044939696788788,0.05840693786740303,-0.008653692901134491,-0.027053339406847954,0.725791335105896,0.0014709926908835769,80.0,0,1.0058530569076538,0.00017999999999999998,22.61247444152832,29.20435905456543,19600,131,143
8,720.26416015625,0.0,720.26416,720.26416,2800.0,2800.0,2800.0,0.7578058733258929,-3.5390491,1.5961843,0.047889022827148436,-0.69865,0.72119725,-0.08417858183383942,0.03888845071196556,-0.006397046148777008,-0.01453544944524765,0.725791335105896,0.001837166491895914,80.0,0,1.0068703889846802,0.00015999999999999999,23.448429107666016,28.729272842407227,22400,150,147
9,702.947021484375,0.0,702.947,702.947,2800.0,2800.0,2800.0,0.8404424176897322,-3.2074628,1.531238,0.03261068616594587,-0.58774686,0.50612944,-0.06890025734901428,0.03289373964071274,-0.005392298102378845,-0.009196591563522816,0.725791335105896,0.0012747254222631454,80.0,0,1.0044329166412354,0.00014,24.014816284179688,28.241933822631836,25200,171,135
10,606.18212890625,0.0,606.1821,606.1821,2800.0,2800.0,2800.0,0.868040771484375,-2.9904096,1.3450694,0.006474503108433315,-0.5563853,0.44534567,-0.04276407137513161,0.032793667167425156,-0.004609793424606323,-0.010554445907473564,0.725791335105896,0.0014034571358934045,80.0,0,1.0035619735717773,0.00011999999999999999,24.120594024658203,28.01471710205078,28000,192,133
