Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-291.4256591796875,0.2703386735096666,-291.8135,-291.08505,601.0,601.0,601.0,0.0935802490234375,-0.11215164,0.2716397,-7.7729296875,-23.668686,3.1791358,7.758058071136475,150.14410400390625,-0.5143585205078125,-49.58877944946289,0.7436313033103943,0.003209625603631139,80.0,0,0.972309947013855,0.0003,-47.90616226196289,37.515235900878906,0.508999994180536,2500,7,325
2,-291.5504150390625,0.41751223437720336,-292.1316,-290.98566,601.0,601.0,601.0,-2.9540484375,-9.539317,9.654873,0.1313607666015625,-11.381305,8.832805,-0.14488157629966736,13.468818664550781,-0.4925967752933502,-10.870294570922852,0.6760406494140625,0.005556514952331781,80.0,0,1.0210405588150024,0.00028,-47.98173904418945,37.45207214355469,0.4757333320358722,5000,15,325
3,-290.8935852050781,0.5312710084688119,-291.43024,-290.2967,601.0,601.0,601.0,-2.3845380859375,-5.0281277,2.65606,0.1872423095703125,-3.7269146,3.4760346,-0.19931328296661377,0.7552112340927124,-0.08047205209732056,-0.459219753742218,0.6035484075546265,0.0031922527123242617,80.0,0,1.0235403776168823,0.00026,-47.9658203125,37.44718551635742,0.44246665663059725,7500,22,339
4,-290.98468017578125,0.13882028670286314,-291.14435,-290.77893,601.0,601.0,601.0,-2.40227734375,-3.4171824,0.13717844,0.227950244140625,-1.7069366,2.2610664,-0.23845799267292023,0.22716498374938965,-0.04108200967311859,-0.08836812525987625,0.5253872871398926,0.002290191361680627,80.0,0,1.0460888147354126,0.00023999999999999998,-47.95384979248047,37.45793914794922,0.40920000592278644,10000,30,340
5,-290.3736572265625,0.7728262904163467,-291.67688,-289.77893,601.0,601.0,601.0,-1.7884751953125,-2.7596154,3.4179251,0.128721923828125,-4.557329,2.1144423,-0.13753384351730347,0.2687491178512573,-0.0461529940366745,-0.11628469824790955,0.44059517979621887,0.003205721266567707,80.0,0,1.0357860326766968,0.00022,-47.92839050292969,37.47237014770508,0.3759333442714601,12500,38,314
6,-6121.65966796875,10102.499888641425,-23619.703,-288.73996,575.75,500.0,601.0,-1.56280615234375,-2.3076687,6.8735943,-0.9404396484375,-101.63349,1.7314541,0.9334913492202759,68.54893493652344,-0.23676824569702148,-21.80901336669922,0.3479413688182831,540.7376708984375,80.0,0,0.9965659976005554,0.0002,-202.26754760742188,1357.767333984375,0.342666667586811,15000,45,322
7,-287.7439880371094,0.0812411318350083,-287.86047,-287.63684,601.0,601.0,601.0,-2.2445607421875,-3.044649,0.3328151,0.4090824951171875,-2.018446,2.316683,-0.41399890184402466,0.2535073459148407,-0.02770388126373291,-0.169393390417099,0.2458181381225586,0.0017580472631379962,80.0,0,1.0508068799972534,0.00017999999999999998,-180.15496826171875,1259.2933349609375,0.30939998805568575,17500,53,335
8,-287.3570861816406,0.2206175562302559,-287.59467,-287.001,601.0,601.0,601.0,-1.8531025390625,-2.3318381,-1.1009936,0.343642529296875,-0.36125204,1.9879078,-0.346283882856369,0.16464658081531525,-0.021090656518936157,-0.11515150964260101,0.13206708431243896,0.001402551308274269,80.0,0,1.0526620149612427,0.00015999999999999999,-163.5634002685547,1179.5682373046875,0.2761333346783128,20000,60,348
9,-286.9523620605469,0.2226332351434786,-287.2841,-286.70834,601.0,601.0,601.0,-1.467324609375,-2.2895768,-0.0814734,0.2738703125,-1.0354209,1.6165769,-0.273944228887558,0.11260306090116501,-0.020101964473724365,-0.06401526927947998,0.0036958460696041584,0.0017387254629284143,80.0,0,1.0612744092941284,0.00014,-150.65121459960938,1113.31005859375,0.24286666936472848,22500,67,348
10,-286.5160217285156,0.2559066029997019,-286.88464,-286.26456,601.0,601.0,601.0,-1.27801591796875,-2.707813,-0.5842291,0.241108447265625,-0.60569113,1.4999709,-0.23823612928390503,0.09612878412008286,-0.018259763717651367,-0.06380714476108551,-0.14361582696437836,0.0015758357476443052,80.0,0,1.0536284446716309,0.00011999999999999999,-140.31532287597656,1057.1097412109375,0.20959999310399555,25000,75,323
11,-286.0759582519531,0.11918963534268176,-286.2337,-285.9102,601.0,601.0,601.0,-0.987596484375,-1.9595299,0.012740396,0.18258140869140624,-0.5714916,1.096015,-0.1762526035308838,0.0555088073015213,-0.013902068138122559,-0.032085027545690536,-0.316440612077713,0.0016663999995216727,80.0,0,1.051462173461914,0.0001,-131.85194396972656,1008.6561889648438,0.17633333967182221,27500,83,325
12,-285.8970947265625,0.043823691129377236,-285.96338,-285.8494,601.0,601.0,601.0,-0.8703310546875,-1.5922313,-0.26547605,0.15661259765625,-0.46233302,1.2008525,-0.14610248804092407,0.04225604981184006,-0.012690246105194092,-0.024728065356612206,-0.5255060791969299,0.001959820045158267,80.0,0,1.0585464239120483,8e-05,-124.79700469970703,966.3187255859375,0.14306666948950403,30000,90,339
13,-285.7546081542969,0.1940599331401909,-286.07178,-285.56302,601.0,601.0,601.0,-0.74674521484375,-1.4231913,-0.1724982,0.13416572265625,-0.4226547,0.8414902,-0.11836259067058563,0.032775718718767166,-0.011336907744407654,-0.014110008254647255,-0.7901563048362732,0.001974819228053093,80.0,0,1.0581015348434448,5.999999999999998e-05,-118.82501220703125,928.9104614257812,0.1097999985840832,32500,97,344
