Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
1,-139.29903157552084,2.7756712322225807,-145.2843,-134.43935,103.91666666666667,100.0,109.0,-0.1428966064453125,-0.19065246,-0.09419457,-17.57426875,-32.205925,-0.2185621,17.537979125976562,414.891845703125,-0.2067737579345703,-202.54019165039062,0.725791335105896,0.0015725473640486598,80.0,0,0.9870620369911194,0.0003,-41.15746307373047,30.410053253173828,2500,9,268
2,-138.5309041341146,2.5173652268883977,-143.30342,-133.29018,102.125,97.0,106.0,-6.24321171875,-15.8508215,15.523062,2.111175390625,-19.900936,21.56235,-2.1474647521972656,47.011962890625,-0.6754791736602783,-29.140974044799805,0.725791335105896,0.0054990071803331375,80.0,0,1.026794195175171,0.00028,-41.23596954345703,30.32577896118164,5000,18,275
3,-138.5730997721354,4.049178755269073,-148.4615,-130.7904,101.95833333333333,96.0,110.0,-5.259346875,-11.376689,7.937512,1.46074970703125,-7.14197,7.5532446,-1.4970393180847168,7.613418102264404,-0.1993316411972046,-4.735993385314941,0.725791335105896,0.003423239104449749,80.0,0,1.0341386795043945,0.00026,-41.34743118286133,30.31192970275879,7500,27,275
4,-139.12901814778647,3.6579929990039237,-148.15382,-131.56482,103.25,97.0,111.0,-3.56496640625,-8.606829,3.89612,0.907803515625,-3.462006,4.6937933,-0.9440929889678955,2.516092538833618,-0.08847939968109131,-1.4182199239730835,0.725791335105896,0.0022781887091696262,80.0,0,1.0299228429794312,0.00023999999999999998,-41.32600784301758,30.314613342285156,10000,36,266
5,-139.09098307291666,3.1902259689225914,-149.08711,-134.19342,102.83333333333333,97.0,111.0,-2.72411328125,-6.3889966,4.411329,0.5702734375,-3.685078,3.9257548,-0.6065629720687866,1.2336877584457397,-0.05419456958770752,-0.6766548156738281,0.725791335105896,0.0023375656455755234,80.0,0,1.0215204954147339,0.00022,-41.33595657348633,30.312162399291992,12500,46,272
6,-139.94265747070312,3.585078561118016,-151.65273,-135.72548,103.25,99.0,113.0,-2.18809375,-5.349567,1.8849226,0.348678662109375,-1.7049829,2.907728,-0.38496822118759155,0.5375708341598511,-0.03180176019668579,-0.2688077688217163,0.725791335105896,0.0020207338966429234,80.0,0,1.0149295330047607,0.0002,-41.37409210205078,30.351091384887695,15000,55,256
7,-139.92340087890625,3.1756513192849796,-146.06308,-134.28542,103.91666666666667,98.0,108.0,-1.9535546875,-4.7063437,0.99458486,0.235801513671875,-1.2010635,2.4521325,-0.2720910906791687,0.28857913613319397,-0.01925480365753174,-0.11823921650648117,0.725791335105896,0.001962103880941868,80.0,0,1.0136747360229492,0.00017999999999999998,-41.38372039794922,30.376712799072266,17500,66,241
8,-138.24240112304688,2.812048529664246,-146.86462,-134.28305,102.41666666666667,95.0,110.0,-1.68703671875,-4.111968,0.74373263,0.13670438232421875,-1.0774755,1.8890674,-0.17299394309520721,0.17206716537475586,-0.014039680361747742,-0.054852575063705444,0.725791335105896,0.001848835963755846,80.0,0,1.0039037466049194,0.00015999999999999999,-41.352439880371094,30.35112190246582,20000,75,273
9,-139.7562052408854,2.7099033988824055,-147.5686,-135.62944,103.375,100.0,109.0,-1.54556142578125,-3.5248454,0.5154597,0.07111213989257813,-0.962363,1.3746098,-0.10740171372890472,0.11341498792171478,-0.011340528726577759,-0.02853313833475113,0.725791335105896,0.0019196749199181795,80.0,0,1.0039751529693604,0.00014,-41.3632698059082,30.365009307861328,22500,84,270
10,-139.6783606487772,2.6555996696304534,-145.79604,-133.91794,104.6086956521739,99.0,110.0,-1.3797474609375,-3.3268168,0.87925076,0.015197459411621093,-0.97011477,1.2243816,-0.0514870323240757,0.10565367341041565,-0.01136542484164238,-0.02919652871787548,0.725791335105896,0.0022966095712035894,80.0,0,0.9993350505828857,0.00011999999999999999,-41.35506057739258,30.365942001342773,25000,93,271
11,-138.6841837565104,2.6883315345047074,-144.09024,-133.78474,103.45833333333333,98.0,107.0,-1.3745939453125,-3.2143924,0.632641,-0.00034098777770996094,-0.951443,1.1041244,-0.035948581993579865,0.06631643325090408,-0.0077491626143455505,-0.009871969930827618,0.725791335105896,0.002165932906791568,80.0,0,0.9959938526153564,0.0001,-41.318790435791016,30.35603904724121,27500,103,268
12,-139.2855171535326,2.50002972129072,-143.673,-133.96524,104.30434782608695,97.0,111.0,-1.33382109375,-3.1773763,0.6101137,-0.012150470733642577,-1.0687177,0.8688896,-0.024139098823070526,0.06124832108616829,-0.0070922113955020905,-0.009202648885548115,0.725791335105896,0.0015921663725748658,80.0,0,0.9929124116897583,8e-05,-41.3046760559082,30.3553524017334,30000,112,269
13,-138.00504557291666,3.079662887652951,-143.09174,-130.6547,102.83333333333333,96.0,108.0,-1.3700814453125,-3.212581,0.43679565,-0.008605381011962891,-0.7467461,0.9889927,-0.02768418751657009,0.04439358413219452,-0.004687575623393059,-0.006700574886053801,0.725791335105896,0.0015140980249270797,80.0,0,0.9986651539802551,5.999999999999998e-05,-41.269989013671875,30.33595085144043,32500,122,264
14,-138.17072550455728,2.6964875391945675,-142.90167,-132.28072,102.58333333333333,96.0,108.0,-1.337933203125,-3.110525,0.51417834,-0.018215272521972657,-0.6704134,0.856893,-0.018074294552206993,0.03910524770617485,-0.0028080400079488754,-0.002526625292375684,0.725791335105896,0.0009882805170491338,80.0,0,0.9985615015029907,3.999999999999999e-05,-41.252681732177734,30.321439743041992,35000,132,233
15,-136.7607625325521,2.2978423626790265,-140.87308,-132.46321,101.375,96.0,106.0,-1.33883125,-3.1103787,0.5010265,-0.016999446105957033,-0.5375294,0.66796124,-0.019290123134851456,0.026653869077563286,-0.002156265079975128,-0.002881631487980485,0.725791335105896,0.0007571252644993365,80.0,0,1.0000194311141968,1.9999999999999995e-05,-41.22999954223633,30.301231384277344,37500,142,265
