Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
1,-2886.334228515625,0.0,-2886.3342,-2886.3342,3600.0,3600.0,3600.0,0.01586788813273112,-0.01351561,0.049742527,-13.220640190972222,-58.48809,2.3954263,13.184350967407227,217.47665405273438,-0.235198974609375,-122.4720230102539,0.7257912755012512,0.0019316102843731642,80.0,0,0.9839157462120056,0.0003,-74.38850402832031,26.345848083496094,3600,156,22
2,-2848.208984375,0.0,-2848.209,-2848.209,3600.0,3600.0,3600.0,-4.556684027777778,-13.589421,13.574714,0.2613843451605903,-17.043617,14.229871,-0.29767391085624695,18.38713264465332,-0.29241684079170227,-12.813392639160156,0.7257912755012512,0.004622909240424633,80.0,0,1.0078412294387817,0.000285,-73.97940063476562,26.79139518737793,7200,322,21
3,-2869.516845703125,0.0,-2869.5168,-2869.5168,3600.0,3600.0,3600.0,-4.0459206814236115,-11.754363,11.25437,0.18130708482530383,-7.9344215,7.4798293,-0.21759667992591858,4.745909214019775,-0.13405176997184753,-3.4806368350982666,0.7257912755012512,0.004465852864086628,80.0,0,1.0032331943511963,0.00027,-74.05034637451172,26.800756454467773,10800,489,21
4,-2915.3662109375,0.0,-2915.3662,-2915.3662,3600.0,3600.0,3600.0,-4.095833604600695,-10.54046,7.8736935,0.18628255208333333,-4.707079,4.6756,-0.22257211804389954,1.799317717552185,-0.07931241393089294,-1.3665605783462524,0.7257912755012512,0.004857055377215147,80.0,0,0.999917209148407,0.00025499999999999996,-74.36446380615234,26.361541748046875,14400,656,21
5,-2875.653076171875,0.0,-2875.653,-2875.653,3600.0,3600.0,3600.0,-4.0138330078125,-9.517858,5.2019916,0.17214708116319444,-2.466347,2.9792721,-0.20843663811683655,0.7912217974662781,-0.04371646046638489,-0.6370692849159241,0.7257912755012512,0.0027668497059494257,80.0,0,1.002969741821289,0.00023999999999999998,-74.33883666992188,26.066547393798828,18000,822,21
6,-2942.201171875,0.0,-2942.2012,-2942.2012,3600.0,3600.0,3600.0,-3.5838755967881943,-8.83061,4.1267443,0.08504589504665798,-1.8993919,1.8211248,-0.1213354766368866,0.5863722562789917,-0.038211554288864136,-0.4804529845714569,0.7257912755012512,0.003121197922155261,80.0,0,1.0023332834243774,0.000225,-74.6358871459961,26.085216522216797,21600,990,21
7,-2920.94140625,0.0,-2920.9414,-2920.9414,3600.0,3600.0,3600.0,-3.6319129774305554,-8.3699465,3.1617408,0.0988750712076823,-1.3974892,1.8036884,-0.13516461849212646,0.3976752758026123,-0.028111398220062256,-0.3187246024608612,0.7257912755012512,0.00262134475633502,80.0,0,1.0047028064727783,0.00020999999999999998,-74.74568939208984,25.963308334350586,25200,1154,21
8,-2897.715087890625,0.0,-2897.715,-2897.715,3600.0,3600.0,3600.0,-3.506722005208333,-8.149241,1.7593013,0.08278302510579427,-1.2645466,0.97428805,-0.11907259374856949,0.2615368962287903,-0.021544478833675385,-0.20751024782657623,0.7257912755012512,0.002572225406765938,80.0,0,1.0055800676345825,0.000195,-74.76506805419922,25.80782127380371,28800,1200,77
9,-2864.196044921875,0.0,-2864.196,-2864.196,3600.0,3600.0,3600.0,-3.3297941080729165,-8.054684,1.5020192,0.05882236904568142,-1.1813643,0.8664029,-0.09511193633079529,0.2100079357624054,-0.020829640328884125,-0.1594170182943344,0.7257912755012512,0.0029263023752719164,80.0,0,0.9979812502861023,0.00017999999999999998,-74.6715087890625,25.83363914489746,32400,1216,230
10,-2858.0546875,0.0,-2858.0547,-2858.0547,3600.0,3600.0,3600.0,-3.300354546440972,-7.9405494,0.6273139,0.0572603268093533,-1.024811,0.8657546,-0.09354986995458603,0.14913754165172577,-0.01420614868402481,-0.11230095475912094,0.7257912755012512,0.0021765746641904116,80.0,0,1.0067366361618042,0.000165,-74.56109619140625,25.950695037841797,36000,1231,241
