Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-136.84171549479166,64.89416062584779,-420.80618,-76.27306,131.9,78.0,237.0,-0.13208306884765625,-0.3657965,0.10800503,-15.3599677734375,-54.593605,-0.75827765,15.359969139099121,271.08905029296875,-0.4801311492919922,-104.1048355102539,0.7436313033103943,0.00265702698379755,80.0,0,0.9670552015304565,0.0003,-49.81766891479492,30.650529861450195,0.508999994180536,4000,8,464
2,-152.9536328125,56.209966309365456,-288.11877,-87.036125,154.28,89.0,288.0,-0.08950419616699219,-9.569502,9.102495,-0.6164661865234375,-14.827948,12.0300665,0.6164662837982178,23.6116886138916,-0.1912013590335846,-10.902521133422852,0.6404513716697693,0.002637953730300069,80.0,0,1.0029146671295166,0.00027,-50.421722412109375,27.635337829589844,0.4591000102019319,8000,16,499
3,-270.6265171595982,137.07480524203876,-523.4449,-94.45113,273.42857142857144,96.0,531.0,-0.2186474151611328,-8.92381,6.5579944,-0.6470247802734375,-8.311826,8.88214,0.6470247507095337,5.134611129760742,-0.07742488384246826,-2.4167613983154297,0.5253872871398926,0.0021260774228721857,80.0,0,1.0022639036178589,0.00023999999999999998,-56.018165588378906,29.161693572998047,0.40920000592278644,12000,25,442
4,-326.512451171875,301.987530785627,-986.1134,-85.35417,331.3333333333333,87.0,1000.0,-0.03041998291015625,-7.7791853,8.175284,-0.521415283203125,-8.210511,7.378518,0.5214152932167053,2.7340199947357178,-0.058841973543167114,-1.5311379432678223,0.3953408896923065,0.0024944355245679617,80.0,0,0.9950326085090637,0.00020999999999999998,-60.27143096923828,30.47188949584961,0.3592999952524963,16000,33,503
5,-522.6199776785714,268.6928842962325,-986.4453,-133.5339,530.2857142857143,136.0,1000.0,-1.789132568359375,-5.721244,1.0190445,-0.1949600830078125,-2.9707408,5.3404922,0.1949600875377655,0.5386309027671814,-0.017006561160087585,-0.3240249454975128,0.2458181232213974,0.0017292806878685951,80.0,0,0.997724175453186,0.00017999999999999998,-64.21830749511719,31.23130226135254,0.30939998805568575,20000,41,509
6,-986.5626220703125,0.026045264551849873,-986.5851,-986.51996,1000.0,1000.0,1000.0,-1.9894046630859374,-3.0245366,-0.671501,-0.19124496459960938,-1.6457373,0.7708835,0.1912449449300766,0.09985249489545822,-0.0032842904329299927,-0.05520074814558029,0.06993997097015381,0.0013283661101013422,80.0,0,0.9919191598892212,0.00015,-68.3609619140625,32.119224548339844,0.2595000077268337,24000,49,494
7,-986.5845947265625,0.006589111911587508,-986.59076,-986.57495,1000.0,1000.0,1000.0,-2.418015625,-2.99366,-1.5945337,-0.1101836929321289,-0.9606644,0.53408927,0.11018369346857071,0.04283512383699417,-0.00180063396692276,-0.019635381177067757,-0.14361584186553955,0.0011529856128618121,80.0,0,0.9955383539199829,0.00011999999999999999,-71.32817840576172,32.16353988647461,0.20959999310399555,28000,57,503
8,-986.592529296875,0.002227783203125,-986.5961,-986.59045,1000.0,1000.0,1000.0,-2.602271240234375,-3.115356,-1.7424104,-0.07710821533203124,-0.9779662,0.46586522,0.07710821181535721,0.025123517960309982,-0.0014513656497001648,-0.0091389836743474,-0.41551974415779114,0.001087917829863727,80.0,0,0.9955469965934753,9e-05,-73.5550537109375,31.871124267578125,0.1596999986960824,32000,65,497
9,-986.5910034179688,9.650505554713072e-05,-986.59106,-986.5909,1000.0,1000.0,1000.0,-2.72812255859375,-3.1234262,-1.8279674,-0.06205135726928711,-0.9714745,0.32173377,0.062051355838775635,0.019089708104729652,-0.0010075420141220093,-0.005285826977342367,-0.7901563048362732,0.0009680145303718746,80.0,0,0.9972063302993774,5.999999999999998e-05,-75.28854370117188,31.44272804260254,0.1097999985840832,36000,73,502
10,-986.5908203125,5.285799583645255e-05,-986.5908,-986.59076,1000.0,1000.0,1000.0,-2.828740478515625,-3.3084264,-1.9011921,-0.05195886993408203,-0.96251655,0.45710626,0.05195887014269829,0.017181172966957092,-0.0007962174713611603,-0.003383179660886526,-1.396140456199646,0.0009830829221755266,80.0,0,0.9968915581703186,2.999999999999999e-05,-76.67608642578125,30.966808319091797,0.05990000230669938,40000,82,474
