Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,587.2530924479166,0.1179578258180542,587.0644,587.41046,401.0,401.0,401.0,0.09452565002441406,-0.121282265,0.27989906,23.64627734375,-8.702041,25.234419,-23.661149978637695,580.4877319335938,-0.7307205200195312,-302.9264831542969,0.7436313033103943,0.0011632642708718777,80.0,0,1.0339562892913818,0.0003,110.5346450805664,39.98955535888672,0.508999994180536,4000,14,267
2,587.8167860243055,0.1842742465033593,587.5902,588.1487,401.0,401.0,401.0,6.53593115234375,-16.256296,16.445957,-0.7423607177734375,-18.261276,27.664337,0.7295516729354858,100.2967758178711,-1.2816678285598755,-71.35031127929688,0.6404513716697693,0.005475166253745556,80.0,0,0.9657371640205383,0.00027,110.74391174316406,39.87835693359375,0.4591000102019319,8000,34,204
3,588.4938151041666,0.11982338250519654,588.3292,588.74176,401.0,401.0,401.0,3.20508203125,-15.163134,9.925448,-0.29191375732421876,-15.925656,8.715592,0.281406044960022,5.066891670227051,-0.16634829342365265,-2.0660769939422607,0.5253872871398926,0.01186136994510889,80.0,0,0.999484121799469,0.00023999999999999998,105.19769287109375,52.54641342163086,0.40920000592278644,12000,53,209
4,588.4327799479166,2.109145515423257,582.46924,589.2656,401.0,401.0,401.0,4.1164072265625,-14.782218,7.2890553,-0.41734942626953125,-10.457975,14.53199,0.4094425439834595,2.735478162765503,-0.09118929505348206,-0.7120418548583984,0.3953408896923065,0.0035247323103249073,80.0,0,0.9822125434875488,0.00020999999999999998,106.63119506835938,49.799705505371094,0.3592999952524963,16000,69,259
5,589.6607530381945,0.0634546584459354,589.5578,589.75507,401.0,401.0,401.0,5.49132666015625,3.6468916,6.802934,-0.6205397338867188,-6.0454087,1.2264608,0.6156233549118042,0.9961797595024109,-0.046269774436950684,-0.3615250289440155,0.2458181232213974,0.0028482452034950256,80.0,0,0.9622848629951477,0.00017999999999999998,107.52814483642578,48.066078186035156,0.30939998805568575,20000,82,304
6,590.0832248263889,0.04280775426749343,590.00775,590.1501,401.0,401.0,401.0,4.75188623046875,3.457491,6.03575,-0.4562003173828125,-5.0348816,1.0536846,0.4548015594482422,0.6722815036773682,-0.038360029458999634,-0.19034524261951447,0.06993997097015381,0.0030360862147063017,80.0,0,0.9632568359375,0.00015,108.13517761230469,46.86640930175781,0.2595000077268337,24000,95,300
7,590.4790581597222,0.04615167778124063,590.43207,590.5943,401.0,401.0,401.0,4.20776708984375,3.0596862,5.267466,-0.3325032653808594,-4.6986437,1.0075473,0.3353756070137024,0.5051407217979431,-0.032918304204940796,-0.10576837509870529,-0.14361584186553955,0.0030021045822650194,80.0,0,0.9691091179847717,0.00011999999999999999,108.57878112792969,45.98575973510742,0.20959999310399555,28000,110,276
8,590.7575954861111,0.037019693750657195,590.69934,590.808,401.0,401.0,401.0,3.76364111328125,2.1491077,4.940132,-0.2329135284423828,-4.340303,1.5554595,0.24122390151023865,0.3754374086856842,-0.031068816781044006,-0.052454374730587006,-0.41551974415779114,0.0027786861173808575,80.0,0,0.9723740816116333,9e-05,108.91710662841797,45.3123664855957,0.1596999986960824,32000,129,205
9,590.9608289930555,0.028404811334496554,590.90753,591.00507,401.0,401.0,401.0,3.456600830078125,1.7804583,5.0493007,-0.16467730712890624,-4.064447,1.6316777,0.18048043549060822,0.32299304008483887,-0.0321895033121109,-0.031732164323329926,-0.7901563048362732,0.0029382025822997093,80.0,0,0.9807226061820984,5.999999999999998e-05,109.1830062866211,44.78150939941406,0.1097999985840832,36000,146,235
10,591.1118706597222,0.018733164505237397,591.08295,591.14197,401.0,401.0,401.0,3.20588134765625,1.6473289,4.8516636,-0.10814653015136719,-3.7297232,1.6119996,0.13606934249401093,0.2693155109882355,-0.03188537806272507,-0.016593992710113525,-1.396140456199646,0.003450650256127119,80.0,0,0.989200234413147,2.999999999999999e-05,109.39779663085938,44.35135269165039,0.05990000230669938,40000,161,281
