Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,TotalEnvSteps,Time,FPS
1,-2898.4189453125,0.0,-2898.419,-2898.419,3600.0,3600.0,3600.0,0.030341080559624565,-0.036078386,0.10679319,-13.279500868055555,-58.525257,2.2691998,13.243210792541504,220.8948974609375,-0.2117319107055664,-122.02355194091797,0.7257912755012512,0.0018250065622851253,80.0,2,0.9855954051017761,0.0003,-74.72998046875,27.33806610107422,3600,173,20
2,-3009.015380859375,0.0,-3009.0154,-3009.0154,3600.0,3600.0,3600.0,-4.501265190972222,-13.84519,13.725307,0.2345619371202257,-13.2659855,13.548983,-0.2708514630794525,11.873658180236816,-0.21717366576194763,-7.663819313049316,0.7257912755012512,0.004369309637695551,80.0,2,1.0046861171722412,0.000285,-76.46260070800781,26.966567993164062,7200,327,23
3,-2992.541015625,0.0,-2992.541,-2992.541,3600.0,3600.0,3600.0,-4.153840603298611,-11.966796,10.13379,0.17729149712456596,-7.697177,10.675238,-0.21358108520507812,4.118013381958008,-0.12193477153778076,-3.1502158641815186,0.7257912755012512,0.0049328492023050785,80.0,2,0.995593786239624,0.00027,-76.9444808959961,27.498855590820312,10800,485,22
4,-3005.018798828125,0.0,-3005.0188,-3005.0188,3600.0,3600.0,3600.0,-4.0914116753472225,-10.676672,7.324129,0.18015311347113716,-2.3426228,5.577644,-0.21644270420074463,1.5066550970077515,-0.06961148977279663,-1.2001619338989258,0.7257912755012512,0.0029817470349371433,80.0,2,1.0065137147903442,0.00025499999999999996,-77.22486114501953,27.48505401611328,14400,639,23
5,-2895.825927734375,0.0,-2895.826,-2895.826,3600.0,3600.0,3600.0,-3.761100802951389,-9.96255,5.540321,0.1473984103732639,-2.0551848,3.6675532,-0.1836879849433899,1.0205764770507812,-0.051771581172943115,-0.8304728269577026,0.7257912755012512,0.0031565274111926556,80.0,2,1.0006402730941772,0.00023999999999999998,-76.85662078857422,27.91819953918457,18000,798,22
6,-2991.850341796875,0.0,-2991.8503,-2991.8503,3600.0,3600.0,3600.0,-3.634490017361111,-9.425408,4.2582397,0.11844102647569445,-1.7861423,2.5864944,-0.15473061800003052,0.7202872633934021,-0.04015621542930603,-0.5873245596885681,0.7257912755012512,0.00273341266438365,80.0,2,1.0055338144302368,0.000225,-77.0089340209961,27.989334106445312,21600,954,22
7,-2961.27392578125,0.0,-2961.274,-2961.274,3600.0,3600.0,3600.0,-3.4931770833333333,-8.9040985,2.8955112,0.10269827948676215,-1.5530082,2.2444518,-0.13898786902427673,0.5052170753479004,-0.0370652973651886,-0.39408352971076965,0.7257912755012512,0.002927774330601096,80.0,2,1.0022715330123901,0.00020999999999999998,-76.97425079345703,27.87989044189453,25200,1116,22
8,-2970.510986328125,0.0,-2970.511,-2970.511,3600.0,3600.0,3600.0,-3.4173844401041666,-8.388039,2.1132936,0.08960896809895834,-1.4606949,1.8242432,-0.12589852511882782,0.3490484058856964,-0.026646703481674194,-0.2760196924209595,0.7257912755012512,0.0025574397295713425,80.0,2,1.0055639743804932,0.000195,-76.96696472167969,27.782882690429688,28800,1269,23
9,-3027.49462890625,0.0,-3027.4946,-3027.4946,3600.0,3600.0,3600.0,-3.346115451388889,-8.060313,1.5454919,0.06791031731499567,-1.2037715,1.628857,-0.10419987887144089,0.2632831037044525,-0.023242510855197906,-0.2031356394290924,0.7257912755012512,0.002751085674390197,80.0,2,1.000256061553955,0.00017999999999999998,-77.13493347167969,27.775590896606445,32400,1431,22
10,-3000.861083984375,0.0,-3000.861,-3000.861,3600.0,3600.0,3600.0,-3.2151833767361113,-7.810441,1.330166,0.050013436211480036,-1.0471761,0.90677553,-0.0863029956817627,0.17426098883152008,-0.0171518474817276,-0.13373945653438568,0.7257912755012512,0.002549419179558754,80.0,2,1.0037046670913696,0.000165,-77.212158203125,27.600067138671875,36000,1591,22
11,-2924.90478515625,0.0,-2924.9048,-2924.9048,3600.0,3600.0,3600.0,-3.1651985677083334,-7.657775,0.5682334,0.0534322272406684,-0.91345626,1.3229313,-0.08972179144620895,0.11872149258852005,-0.012763343751430511,-0.08332262933254242,0.7257912755012512,0.002063493710011244,80.0,2,1.006145715713501,0.00015,-77.0933837890625,27.64691734313965,39600,1746,23
12,-2931.534423828125,0.0,-2931.5344,-2931.5344,3600.0,3600.0,3600.0,-3.039699978298611,-7.508576,0.51986325,0.03227842542860243,-0.8700674,1.0770175,-0.06856799125671387,0.0913458913564682,-0.010006904602050781,-0.0641096755862236,0.7257912755012512,0.0020921453833580017,80.0,2,0.9996268153190613,0.00013499999999999997,-77.00048828125,27.6151123046875,43200,1913,21
13,-3033.258544921875,0.0,-3033.2585,-3033.2585,3600.0,3600.0,3600.0,-3.0092095269097223,-7.4232993,0.30844116,0.01093701680501302,-0.87859446,0.9273338,-0.04722658172249794,0.07393927127122879,-0.009279746562242508,-0.048174865543842316,0.7257912755012512,0.0020135126542299986,80.0,2,0.9960706233978271,0.00011999999999999999,-77.12507629394531,27.558216094970703,46800,2070,22
14,-3012.389892578125,0.0,-3012.39,-3012.39,3600.0,3600.0,3600.0,-2.941608615451389,-7.323605,0.4909988,0.0019755172729492188,-0.62753826,0.8939636,-0.03826508671045303,0.05980374291539192,-0.007760860025882721,-0.03790027275681496,0.7257912755012512,0.002019593259319663,80.0,2,1.0009121894836426,0.00010499999999999999,-77.20039367675781,27.5922908782959,50400,2228,22
15,-2982.869384765625,0.0,-2982.8694,-2982.8694,3600.0,3600.0,3600.0,-2.875594075520833,-7.2911053,0.7461689,-0.0006881629096137153,-0.6459739,1.2067735,-0.035601403564214706,0.052149396389722824,-0.0068132393062114716,-0.030930614098906517,0.7257912755012512,0.0017768254037946463,80.0,2,1.0015240907669067,9e-05,-77.22239685058594,27.513458251953125,54000,2383,23
16,-2996.23388671875,0.0,-2996.234,-2996.234,3600.0,3600.0,3600.0,-2.8897119140625,-7.13872,0.56717783,-0.0031927320692274304,-1.0049683,0.5903833,-0.03309683874249458,0.037432581186294556,-0.005271602421998978,-0.019381346181035042,0.7257912755012512,0.0017819838831201196,80.0,2,0.9997330904006958,7.5e-05,-77.25790405273438,27.493175506591797,57600,2542,22
17,-3037.431884765625,0.0,-3037.432,-3037.432,3600.0,3600.0,3600.0,-2.8481732855902777,-7.1141496,0.50354934,-0.017737549675835504,-0.7076194,0.6312898,-0.018552014604210854,0.034140922129154205,-0.005359770730137825,-0.01565382443368435,0.7257912755012512,0.0020014378242194653,80.0,2,0.9958287477493286,5.999999999999998e-05,-77.3536376953125,27.439332962036133,61200,2699,22
18,-3025.324462890625,0.0,-3025.3245,-3025.3245,3600.0,3600.0,3600.0,-2.8364537217881947,-7.072996,0.3237622,-0.017860662672254776,-0.58480227,0.54335505,-0.018428903073072433,0.028491605073213577,-0.004318777471780777,-0.012333120219409466,0.7257912755012512,0.002140053315088153,80.0,2,0.9985173940658569,4.5e-05,-77.42729949951172,27.36438751220703,64800,2859,22
19,-3087.677490234375,0.0,-3087.6775,-3087.6775,3600.0,3600.0,3600.0,-2.7799639214409724,-6.937397,0.4199016,-0.03972150166829427,-0.6741807,0.7851493,0.0034319311380386353,0.03556958958506584,-0.00365549698472023,-0.018089748919010162,0.7257912755012512,0.0017193910898640752,80.0,2,0.9944343566894531,2.999999999999999e-05,-77.57853698730469,27.285491943359375,68400,3016,22
