Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
1,-291.6414489746094,0.5692790348152065,-292.32574,-290.9506,601.0,601.0,601.0,0.05966314697265625,-0.10387181,0.21587184,-7.77099296875,-23.617643,3.2192175,7.7561211585998535,150.11273193359375,-0.5656595230102539,-48.251953125,0.7436313033103943,0.003259676042944193,80.0,1,0.9662995934486389,0.0003,-47.93407440185547,37.51889419555664,0.508999994180536,2500,7,331
2,-308.7916564941406,31.155399781528644,-362.75394,-290.62918,601.0,601.0,601.0,0.2215308349609375,-9.107556,9.2688875,-0.389832861328125,-10.343869,9.212766,0.37631210684776306,10.521376609802246,-0.34454280138015747,-7.935499668121338,0.6760406494140625,1.6125705242156982,80.0,1,0.9549928903579712,0.00028,-49.278839111328125,39.17673873901367,0.4757333320358722,5000,15,320
3,-289.99908447265625,0.111041427676759,-290.17264,-289.86343,601.0,601.0,601.0,-2.356840234375,-3.980549,1.9324974,0.214578759765625,-2.7169917,3.229301,-0.2266497015953064,0.38379377126693726,-0.024182647466659546,-0.21327760815620422,0.6035484075546265,0.0016091482248157263,80.0,1,1.0096126794815063,0.00026,-48.78057098388672,38.620872497558594,0.44246665663059725,7500,22,342
4,-289.162841796875,0.2057296304254898,-289.47986,-288.96063,601.0,601.0,601.0,-2.1881345703125,-3.3620365,-0.710955,0.2035319580078125,-0.9072357,2.2165515,-0.21403969824314117,0.1608877182006836,-0.01423238217830658,-0.05509335175156593,0.5253872871398926,0.0011596381664276123,80.0,1,1.015622615814209,0.00023999999999999998,-48.503562927246094,38.34400939941406,0.40920000592278644,10000,29,345
5,-288.45758056640625,0.2222237401693542,-288.7256,-288.21423,601.0,601.0,601.0,-2.0275314453125,-2.6497297,-0.99482405,0.1764944580078125,-0.5811286,1.9955666,-0.1853063404560089,0.12399270385503769,-0.013485804200172424,-0.03607499971985817,0.44059517979621887,0.001561438199132681,80.0,1,1.0165367126464844,0.00022,-48.31586456298828,38.18059158325195,0.3759333442714601,12500,37,344
6,-288.13482666015625,0.1957949497182126,-288.46704,-287.95993,601.0,601.0,601.0,-1.70978828125,-3.2178242,-0.7847258,0.1158839111328125,-1.3260249,1.7984226,-0.12284273654222488,0.0987495705485344,-0.014377810060977936,-0.011369282379746437,0.3479413688182831,0.001706793555058539,80.0,1,1.0184681415557861,0.0002,-48.18232345581055,38.071922302246094,0.342666667586811,15000,44,324
7,-287.39599609375,0.1373739076211693,-287.53906,-287.22238,601.0,601.0,601.0,-1.6104185546875,-2.0286307,-0.5594113,0.09699496459960938,-0.60483825,1.5703428,-0.10191133618354797,0.08431096374988556,-0.014128528535366058,-0.009203163906931877,0.2458181381225586,0.0018353506457060575,80.0,1,1.019929051399231,0.00017999999999999998,-48.07241439819336,37.99517059326172,0.30939998805568575,17500,52,343
8,-287.0018310546875,0.09064655705271699,-287.15295,-286.9146,601.0,601.0,601.0,-1.45781181640625,-1.8387516,-0.7363666,0.0685388916015625,-0.7645864,1.3622466,-0.07118023931980133,0.07540693879127502,-0.014776863157749176,-0.0063726273365318775,0.13206708431243896,0.001897145644761622,80.0,1,1.0135321617126465,0.00015999999999999999,-47.98256301879883,37.94049072265625,0.2761333346783128,20000,59,338
9,-286.74847412109375,0.15725002942971952,-286.9013,-286.50082,601.0,601.0,601.0,-1.39154521484375,-2.0494323,-0.82940614,0.05507094116210937,-0.646839,1.7442662,-0.05514485388994217,0.07728549838066101,-0.016263172030448914,-0.005364203359931707,0.0036958460696041584,0.0018094675615429878,80.0,1,1.0087400674819946,0.00014,-47.90947341918945,37.897850036621094,0.24286666936472848,22500,66,348
10,-286.2386779785156,0.22797492035273406,-286.57562,-285.99173,601.0,601.0,601.0,-1.2992150390625,-2.0114272,-0.36980498,0.036984149169921876,-0.63722706,1.3712518,-0.034111831337213516,0.07495486736297607,-0.018805231899023056,-0.004803442861884832,-0.14361582696437836,0.0026730673853307962,80.0,1,1.008548378944397,0.00011999999999999999,-47.84297180175781,37.86307144165039,0.20959999310399555,25000,74,337
